"gameid","eventid","quarter","clock","timeinkey","player","shootername","teamName"
"0021500533",280,3,493.87,3.24,"Zeller","Daniels","Charlotte Hornets"
"0021500533",369,3,79.73,4.4,"Kaminsky","Daniels","Charlotte Hornets"
"0021500533",421,4,405.37,3.6,"Zeller","Daniels","Charlotte Hornets"
"0021500534",98,1,179.52,3.68,"Allen","Chalmers","Memphis Grizzlies"
"0021500534",119,1,71.35,4.04,"Collison","Waiters","Oklahoma City Thunder"
"0021500534",143,2,635.66,3.08,"Collison","Payne","Oklahoma City Thunder"
"0021500534",143,2,631.04,4.64,"Kanter","Payne","Oklahoma City Thunder"
"0021500534",179,2,465.89,3.32,"Barnes","Lee","Memphis Grizzlies"
"0021500534",192,2,369.54,3.16,"Randolph","Chalmers","Memphis Grizzlies"
"0021500534",309,3,622.13,3.92,"Barnes","Green","Memphis Grizzlies"
"0021500534",405,3,130,3.56,"Durant","Durant","Oklahoma City Thunder"
"0021500535",10,1,649.48,7.72,"Vonleh","Lillard","Portland Trail Blazers"
"0021500535",173,2,496.84,4.56,"Henderson","Henderson","Portland Trail Blazers"
"0021500535",174,2,492.4,10.72,"Davis","Henderson","Portland Trail Blazers"
"0021500535",173,2,490.96,4,"Leonard","Henderson","Portland Trail Blazers"
"0021500535",229,2,195.12,3.08,"Redick","Paul","Los Angeles Clippers"
"0021500535",290,3,504.27,8.28,"Plumlee","Vonleh","Portland Trail Blazers"
"0021500535",306,3,443.41,8.04,"Plumlee","Lillard","Portland Trail Blazers"
"0021500535",326,3,274.08,3.96,"Paul","Redick","Los Angeles Clippers"
"0021500535",399,4,538.99,4.44,"Davis","Harkless","Portland Trail Blazers"
"0021500536",28,1,488.44,3.2,"Horford","Bazemore","Atlanta Hawks"
"0021500536",82,1,211.7,7.36,"Splitter","Bazemore","Atlanta Hawks"
"0021500536",198,2,286.09,3.08,"Noel","Stauskas","Philadelphia 76ers"
"0021500536",198,2,281.37,3.16,"Okafor","Stauskas","Philadelphia 76ers"
"0021500536",388,3,41.13,3.56,"Splitter","Scott","Atlanta Hawks"
"0021500536",419,4,660.71,5.52,"Horford","Schroder","Atlanta Hawks"
"0021500536",422,4,656.51,4.68,"Scott","Schroder","Atlanta Hawks"
"0021500536",480,4,295.44,4.32,"Scott","Scott","Atlanta Hawks"
"0021500536",506,4,133.95,4.08,"Scott","Mack","Atlanta Hawks"
"0021500537",12,1,558.39,3.4,"Johnson","Turner","Boston Celtics"
"0021500537",21,1,503.32,5.04,"Gibson","Rose","Chicago Bulls"
"0021500537",289,3,428.66,4.04,"Johnson","Smart","Boston Celtics"
"0021500537",290,3,418.7,3.88,"Gibson","Mirotic","Chicago Bulls"
"0021500537",318,3,271.35,4.68,"Portis","Mirotic","Chicago Bulls"
"0021500537",419,4,463.56,3.04,"Jerebko","Smart","Boston Celtics"
"0021500537",419,4,463.56,3.32,"Sullinger","Smart","Boston Celtics"
"0021500537",439,4,395.26,3.6,"Portis","McDermott","Chicago Bulls"
"0021500538",73,1,281.52,3.12,"Booker","Burke","Utah Jazz"
"0021500538",147,2,507.64,3.32,"Booker","Ingles","Utah Jazz"
"0021500538",145,2,505.64,3.32,"Lyles","Ingles","Utah Jazz"
"0021500538",156,2,454.91,6.28,"Jones","Harden","Houston Rockets"
"0021500538",156,2,454.91,6.28,"Capela","Harden","Houston Rockets"
"0021500538",256,3,679,3.4,"Jones","Ariza","Houston Rockets"
"0021500538",256,3,679.91,4.28,"Capela","Ariza","Houston Rockets"
"0021500538",274,3,541.9,3.68,"Withey","Hood","Utah Jazz"
"0021500538",280,3,496.6,3.32,"Withey","Hayward","Utah Jazz"
"0021500538",319,3,214.74,3.08,"Harrell","Harden","Houston Rockets"
"0021500538",387,4,689.62,3.52,"Lyles","Johnson","Utah Jazz"
"0021500538",398,4,578.02,3.08,"Brewer","Thornton","Houston Rockets"
"0021500538",398,4,580.6,7.12,"Jones","Thornton","Houston Rockets"
"0021500538",424,4,387.49,3.32,"Terry","Ariza","Houston Rockets"
"0021500538",444,4,302.44,4.04,"Booker","Hayward","Utah Jazz"
"0021500538",456,4,158.02,3.92,"Gobert","Hayward","Utah Jazz"
"0021500539",25,1,550.12,3.28,"Rondo","Gay","Sacramento Kings"
"0021500539",102,1,188.2,4.88,"Randle","Bryant","Los Angeles Lakers"
"0021500539",118,1,33.18,3.88,"Bass","Russell","Los Angeles Lakers"
"0021500539",172,2,413.25,3.04,"Gay","Curry","Sacramento Kings"
"0021500539",183,2,359.16,5.48,"Koufos","Collison","Sacramento Kings"
"0021500539",287,3,612.86,3.08,"Clarkson","Bryant","Los Angeles Lakers"
"0021500539",396,3,35.46,4.48,"Koufos","Belinelli","Sacramento Kings"
"0021500539",451,4,420.35,3.76,"Bass","Russell","Los Angeles Lakers"
"0021500539",475,4,296.77,3.6,"Bass","Brown","Los Angeles Lakers"
"0021500539",475,4,296.77,3.8,"Randle","Brown","Los Angeles Lakers"
"0021500539",485,4,221.82,4.16,"Belinelli","Gay","Sacramento Kings"
"0021500539",487,4,221.22,3.12,"Cousins","Gay","Sacramento Kings"
"0021500540",57,1,365.11,3.24,"Dudley","Porter","Washington Wizards"
"0021500540",150,2,631.79,3.72,"Biyombo","Ross","Toronto Raptors"
"0021500540",454,4,517.96,3.6,"Porter","Oubre","Washington Wizards"
"0021500541",30,1,453.65,4.88,"Lopez","Johnson","Brooklyn Nets"
"0021500541",85,1,128.28,4.36,"Young","Ellington","Brooklyn Nets"
"0021500541",126,2,615.75,3.56,"Smith","Gordon","Orlando Magic"
"0021500541",172,2,368.29,8.36,"Vucevic","Fournier","Orlando Magic"
"0021500541",189,2,227.4,4.88,"Frye","Fournier","Orlando Magic"
"0021500541",221,2,55.63,3.04,"Hezonja","Oladipo","Orlando Magic"
"0021500541",244,3,679.86,3.44,"Lopez","Johnson","Brooklyn Nets"
"0021500541",307,3,164.76,5.32,"Lopez","Ellington","Brooklyn Nets"
"0021500541",331,3,54.98,5.28,"Reed","Johnson","Brooklyn Nets"
"0021500541",357,4,618.71,4.48,"Harris","Gordon","Orlando Magic"
"0021500541",447,4,168.78,3.8,"Vucevic","Oladipo","Orlando Magic"
"0021500541",446,4,185.97,5.16,"Gordon","Oladipo","Orlando Magic"
"0021500542",193,2,415.25,3.68,"Hickson","Miller","Denver Nuggets"
"0021500542",233,2,233.83,3.8,"Hickson","Harris","Denver Nuggets"
"0021500542",333,3,387.44,3.2,"Gallinari","Arthur","Denver Nuggets"
"0021500542",391,3,57.2,4.24,"Randolph","Green","Memphis Grizzlies"
"0021500542",408,4,674.15,3.76,"Randolph","Chalmers","Memphis Grizzlies"
"0021500542",546,4,49.3,3.76,"Randolph","Chalmers","Memphis Grizzlies"
"0021500544",233,2,144.97,3.8,"Anderson","Holiday","New Orleans Pelicans"
"0021500544",233,2,143.53,3.28,"Asik","Holiday","New Orleans Pelicans"
"0021500544",345,3,275.71,3.36,"Stuckey","Miles","Indiana Pacers"
"0021500544",368,3,110.24,3.12,"Turner","George","Indiana Pacers"
"0021500545",19,1,553.8,3.04,"Pachulia","Matthews","Dallas Mavericks"
"0021500545",46,1,417.97,3.16,"Nowitzki","Williams","Dallas Mavericks"
"0021500545",104,1,105.82,3.04,"Antetokounmpo","Vaughn","Milwaukee Bucks"
"0021500545",263,3,682.88,3.12,"Parker","Middleton","Milwaukee Bucks"
"0021500545",340,3,206.29,3.72,"Pachulia","Harris","Dallas Mavericks"
"0021500545",397,4,692.2,3.56,"McGee","Nowitzki","Dallas Mavericks"
"0021500545",492,4,226.33,9.64,"Pachulia","Felton","Dallas Mavericks"
"0021500545",518,4,60.34,4.04,"Pachulia","Felton","Dallas Mavericks"
